../results/qa194_exp_rank_swap2-01.csv,../results/qa194_exp_rank_swap2-02.csv,avg
4788.044744000015,4783.5335920000125,4785.789168000014
4788.044744000015,4783.5335920000125,4785.789168000014
4788.044744000015,4783.5335920000125,4785.789168000014
4783.0669760000155,4783.5335920000125,4783.300284000014
4783.0669760000155,4783.5335920000125,4783.300284000014
4780.889200000016,4783.5335920000125,4782.211396000014
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.5335920000125,4781.778064000015
4780.022536000016,4783.422472000012,4781.722504000014
4780.022536000016,4780.889120000011,4780.455828000013
4780.022536000016,4778.333560000011,4779.178048000013
4780.022536000016,4778.333560000011,4779.178048000013
4780.022536000016,4778.333560000011,4779.178048000013
4780.022536000016,4768.71133600001,4774.366936000013
4780.022536000016,4756.33356000001,4768.1780480000125
4779.933632000015,4756.33356000001,4768.133596000012
4779.933632000015,4756.33356000001,4768.133596000012
4779.933632000015,4756.33356000001,4768.133596000012
4779.933632000015,4756.33356000001,4768.133596000012
4779.933632000015,4755.8669040000095,4767.900268000012
4776.022488000013,4726.755824000011,4751.389156000012
4767.266928000013,4726.755824000011,4747.011376000011
4740.111360000013,4726.755824000011,4733.433592000012
4737.200232000012,4726.755824000011,4731.978028000011
4737.200232000012,4726.755824000011,4731.978028000011
4737.200232000012,4726.755824000011,4731.978028000011
4737.200232000012,4726.755824000011,4731.978028000011
4732.422448000011,4726.755824000011,4729.589136000011
4732.422448000011,4726.55581600001,4729.489132000011
4732.422448000011,4726.55581600001,4729.489132000011
4732.422448000011,4726.55581600001,4729.489132000011
4732.044664000011,4726.55581600001,4729.3002400000105
4732.044664000011,4694.711368000009,4713.37801600001
4723.266872000011,4694.711368000009,4708.98912000001
4723.266872000011,4694.711368000009,4708.98912000001
4716.177984000011,4688.44470400001,4702.311344000011
4709.622432000011,4688.44470400001,4699.03356800001
4709.622432000011,4688.44470400001,4699.03356800001
4709.622432000011,4688.44470400001,4699.03356800001
4709.622432000011,4688.44470400001,4699.03356800001
4707.20019200001,4688.44470400001,4697.82244800001
4698.977968000011,4688.44470400001,4693.71133600001
4698.977968000011,4680.955792000009,4689.96688000001
4693.889096000012,4677.778016000009,4685.8335560000105
4676.822416000013,4677.778016000009,4677.300216000011
4658.222416000012,4677.778016000009,4668.000216000011
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4668.200208000008,4663.21131200001
4658.222416000012,4661.200216000008,4659.71131600001
4650.977976000012,4661.200216000008,4656.089096000011
4642.0224240000125,4661.200216000008,4651.611320000011
4642.0224240000125,4639.200208000008,4640.61131600001
4632.800216000013,4639.200208000008,4636.000212000011
4628.177984000012,4638.466872000008,4633.32242800001
4611.177992000012,4638.466872000008,4624.82243200001
4611.177992000012,4638.466872000008,4624.82243200001
4611.177992000012,4638.466872000008,4624.82243200001
4610.111320000012,4638.466872000008,4624.2890960000095
4610.111320000012,4638.466872000008,4624.2890960000095
4610.111320000012,4638.466872000008,4624.2890960000095
4610.111320000012,4638.466872000008,4624.2890960000095
4610.111320000012,4638.466872000008,4624.2890960000095
4610.111320000012,4628.95577600001,4619.53354800001
4610.111320000012,4628.95577600001,4619.53354800001
4610.111320000012,4628.95577600001,4619.53354800001
4610.111320000012,4628.95577600001,4619.53354800001
4610.111320000012,4628.95577600001,4619.53354800001
4610.111320000012,4628.95577600001,4619.53354800001
4590.577984000012,4628.95577600001,4609.766880000011
4590.577984000012,4628.95577600001,4609.766880000011
4590.577984000012,4628.95577600001,4609.766880000011
4590.577984000012,4628.95577600001,4609.766880000011
4590.577984000012,4623.377984000011,4606.977984000012
4590.577984000012,4623.377984000011,4606.977984000012
4590.577984000012,4608.91133600001,4599.744660000011
4590.577984000012,4608.91133600001,4599.744660000011
4590.577984000012,4607.089104000011,4598.833544000012
4590.577984000012,4607.089104000011,4598.833544000012
4590.577984000012,4607.089104000011,4598.833544000012
4590.577984000012,4607.089104000011,4598.833544000012
4582.000208000012,4607.089104000011,4594.544656000011
4582.000208000012,4607.089104000011,4594.544656000011
4582.000208000012,4607.089104000011,4594.544656000011
4582.000208000012,4607.089104000011,4594.544656000011
4545.511328000013,4607.089104000011,4576.300216000012
4545.511328000013,4607.089104000011,4576.300216000012
4545.511328000013,4596.911328000011,4571.211328000012
4545.511328000013,4596.911328000011,4571.211328000012
4545.511328000013,4596.911328000011,4571.211328000012
4545.511328000013,4596.911328000011,4571.211328000012
4536.889120000014,4596.911328000011,4566.900224000013
4532.8891120000135,4596.911328000011,4564.900220000012
4532.8891120000135,4596.911328000011,4564.900220000012
4532.8891120000135,4596.911328000011,4564.900220000012
4525.466880000014,4596.911328000011,4561.189104000012
4525.466880000014,4596.911328000011,4561.189104000012
4525.466880000014,4596.911328000011,4561.189104000012
4515.1780000000135,4596.911328000011,4556.044664000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4504.111328000014,4596.911328000011,4550.511328000012
4503.489112000014,4596.911328000011,4550.200220000012
4503.489112000014,4596.911328000011,4550.200220000012
4497.222448000013,4596.911328000011,4547.066888000012
4494.422456000013,4596.911328000011,4545.666892000012
4494.422456000013,4596.911328000011,4545.666892000012
4494.333584000014,4596.911328000011,4545.622456000012
4494.333584000014,4589.3113280000125,4541.822456000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4588.133544000012,4541.233564000013
4494.333584000014,4586.577984000012,4540.4557840000125
4494.333584000014,4586.577984000012,4540.4557840000125
4494.333584000014,4586.577984000012,4540.4557840000125
4494.333584000014,4582.844640000012,4538.589112000012
4494.333584000014,4582.844640000012,4538.589112000012
4494.333584000014,4582.844640000012,4538.589112000012
4494.333584000014,4582.844640000012,4538.589112000012
4494.333584000014,4582.844640000012,4538.589112000012
4494.333584000014,4581.266856000013,4537.800220000014
4494.333584000014,4580.400192000013,4537.366888000013
4494.333584000014,4579.355760000013,4536.844672000014
4493.244696000014,4579.355760000013,4536.300228000014
4493.244696000014,4579.355760000013,4536.300228000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4578.711304000013,4535.978000000014
4493.244696000014,4564.822416000013,4529.033556000013
4487.711384000015,4564.822416000013,4526.266900000013
4487.711384000015,4564.822416000013,4526.266900000013
4487.711384000015,4564.822416000013,4526.266900000013
4487.711384000015,4564.577984000014,4526.144684000014
4487.711384000015,4564.577984000014,4526.144684000014
4487.711384000015,4564.577984000014,4526.144684000014
4487.711384000015,4564.577984000014,4526.144684000014
4487.711384000015,4549.533528000014,4518.622456000014
4487.711384000015,4549.533528000014,4518.622456000014
4487.711384000015,4549.533528000014,4518.622456000014
4487.711384000015,4549.533528000014,4518.622456000014
4487.711384000015,4549.533528000014,4518.622456000014
4487.711384000015,4540.6001920000135,4514.155788000015
4487.711384000015,4540.6001920000135,4514.155788000015
4487.711384000015,4528.555744000014,4508.133564000014
4487.711384000015,4528.555744000014,4508.133564000014
4487.711384000015,4528.555744000014,4508.133564000014
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4522.222408000013,4504.9668960000145
4487.711384000015,4498.400208000015,4493.055796000015
4487.711384000015,4498.400208000015,4493.055796000015
4477.066928000014,4498.400208000015,4487.733568000014
4467.000256000014,4498.400208000015,4482.700232000014
4467.000256000014,4498.400208000015,4482.700232000014
4467.000256000014,4498.400208000015,4482.700232000014
4467.000256000014,4498.400208000015,4482.700232000014
4457.911352000014,4498.400208000015,4478.155780000014
4457.911352000014,4498.400208000015,4478.155780000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4498.400208000015,4473.511320000014
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4488.111320000014,4468.366876000013
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4487.889096000014,4468.255764000014
4448.622432000013,4477.422440000013,4463.022436000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4448.622432000013,4471.022448000012,4459.822440000013
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4447.711312000013,4471.022448000012,4459.366880000012
4442.600200000013,4471.022448000012,4456.811324000013
4442.600200000013,4471.022448000012,4456.811324000013
4442.600200000013,4471.022448000012,4456.811324000013
4442.600200000013,4471.022448000012,4456.811324000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4471.022448000012,4453.411320000013
4435.800192000013,4456.978016000014,4446.3891040000135
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.800192000013,4443.755800000012,4439.7779960000125
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4435.355736000013,4443.755800000012,4439.555768000013
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4443.755800000012,4437.722436000012
4431.689072000012,4431.155800000011,4431.422436000012
4431.689072000012,4427.111352000011,4429.400212000011
4431.689072000012,4417.178008000012,4424.433540000012
4431.689072000012,4417.178008000012,4424.433540000012
4431.689072000012,4412.955792000012,4422.322432000012
4431.689072000012,4412.955792000012,4422.322432000012
4431.689072000012,4412.955792000012,4422.322432000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4428.911312000013,4412.955792000012,4420.933552000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4417.489088000013,4412.955792000012,4415.222440000012
4410.6668720000125,4412.955792000012,4411.811332000012
4410.6668720000125,4412.955792000012,4411.811332000012
4410.6668720000125,4412.955792000012,4411.811332000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4412.955792000012,4411.789112000012
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4410.622432000013,4392.711344000012,4401.6668880000125
4402.889096000013,4392.711344000012,4397.800220000012
4402.889096000013,4388.778008000012,4395.833552000013
4402.889096000013,4388.778008000012,4395.833552000013
4402.889096000013,4388.778008000012,4395.833552000013
4402.889096000013,4388.778008000012,4395.833552000013
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4402.889096000013,4386.6669040000115,4394.778000000012
4396.333536000013,4386.6669040000115,4391.500220000013
4396.333536000013,4386.6669040000115,4391.500220000013
4396.333536000013,4386.6669040000115,4391.500220000013
4396.333536000013,4386.6669040000115,4391.500220000013
4396.333536000013,4386.6669040000115,4391.500220000013
4396.333536000013,4386.6669040000115,4391.500220000013
4379.711320000012,4386.6669040000115,4383.189112000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4380.778008000011,4380.244664000012
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4376.600216000012,4378.155768000011
4379.711320000012,4372.155760000012,4375.933540000013
4379.711320000012,4357.000208000013,4368.355764000013
4379.711320000012,4354.711320000013,4367.211320000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
4362.889120000013,4354.711320000013,4358.800220000013
